name,syd_n_de_dossier_cegid,syd_naf,syd_forme_juridique_sirene,syd_activite,syd_premiere_date_de_signature,syd_total_salaries,accountid
EPPC SERVICES 44,08645,4120A,EURL,Construction de maisons individuelles,2021-03-26,0,625C3ABF-1FE8-EB11-BACB-0022489B9951
2A+,08648,4321A,EURL,Travaux d'installation électrique dans tous locaux,2021-03-08,0,8C7E40CB-1FE8-EB11-BACB-0022489B9951
POIRIER,08655,4619B,IND,Autres intermédiaires du commerce en produits divers,2021-03-15,0,4B5732E3-1FE8-EB11-BACB-0022489B9951
ACLIMAT,08659,4322B,SARL,Travaux d installation d équipements thermiques et de climatisation,2021-06-14,0,EA5C22F5-1FE8-EB11-BACB-0022489B9951
DAVID JORDY,08660,4333Z,EURL,Travaux de revêtement des sols et des murs,2021-02-17,0,B35D22F5-1FE8-EB11-BACB-0022489B9951
CAP OUEST,08666,8211Z,EURL,Services administratifs combinés de bureau,2021-02-25,0,075E1B0D-20E8-EB11-BACB-0022489B9951
CN LAFOREST,08671,1071C,SARL,,2021-02-22,0,36190237-20E8-EB11-BACB-0022489B9951
MALO,08686,4312A,SAS,Travaux de terrassement courants et travaux préparatoires,2021-03-22,0,AD4C4E6D-20E8-EB11-BACB-0022489B9951
NA2M,08694,5610A,SARL,Restauration traditionnelle,2021-07-16,0,EB3339A3-20E8-EB11-BACB-0022489B9951
SORNICLE,08695,8810A,IND,Aide à domicile,2021-03-12,1,96A738A9-20E8-EB11-BACB-0022489B9951
PROVIDENCE,08708,6820B,SCI,Location de terrains et d'autres biens immobiliers,2021-03-13,0,764822CD-20E8-EB11-BACB-0022489B9951
JULIEN,08717,4391A,EIRL,Travaux de charpente,2021-04-23,1,79D722FD-20E8-EB11-BACB-0022489B9951
DION,08719,7010Z,SAS,Activités des sièges sociaux,2021-03-17,0,A4DC1F03-21E8-EB11-BACB-0022489B9951
MAGDALENA,08720,6820B,SCI,Location de terrains et d'autres biens immobiliers,2021-06-17,0,BEA21A09-21E8-EB11-BACB-0022489B9951
CONSTRUCTEUR UNIVERSEL LIGERIEN,08722,9002Z,SASU,Activités de soutien au spectacle vivant,2022-04-22,0,A2961C0F-21E8-EB11-BACB-0022489B9951
A.R.E.S.,08724,4778C,EURL,Autres commerces de détail spécialisés divers,2021-06-30,0,63E11415-21E8-EB11-BACB-0022489B9951
LABORNE,08729,8623Z,IND,Pratique dentaire,2021-04-08,0,B0DFFA2C-21E8-EB11-BACB-0022489B9951
ALBERTIER MARTIN,08732,6820B,SCI,Location de terrains et d'autres biens immobiliers,2021-03-22,0,2254FA32-21E8-EB11-BACB-0022489B9951
RENE FOURNIER,08738,6820A,IND,Location de logements,2021-03-30,0,D58DE562-21E8-EB11-BACB-0022489B9951
ALTEREIZO,08740,4669B,SARL,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,2021-07-19,2,6414F868-21E8-EB11-BACB-0022489B9951
ELLS,08742,6820B,SCI,Location de terrains et d'autres biens immobiliers,2023-04-19,0,7031F274-21E8-EB11-BACB-0022489B9951
ECOBAT INGENIERIE,08744,7112b,EURL,"Ingénierie, études techniques",2021-04-30,0,95DEEC7A-21E8-EB11-BACB-0022489B9951
AUBERGE DU LAYON,08756,5610A,EURL,Restauration traditionnelle,2021-05-11,0,E52EE6AA-21E8-EB11-BACB-0022489B9951
LES 3 FEES,08773,6820B,SASU,Location de terrains et d'autres biens immobiliers,2021-03-31,0,1B80CBE6-21E8-EB11-BACB-0022489B9951
FYGO,08774,8891A,SARL,Accueil de jeunes enfants,2021-06-08,4,01EEC3EC-21E8-EB11-BACB-0022489B9951
ISOCOM,08775,7410Z,SARL,Activités spécialisées de design,2021-07-19,0,C6FEC0F2-21E8-EB11-BACB-0022489B9951
ELBARAKA 2022,08780,6820B,SCI,Location de terrains et d'autres biens immobiliers,2022-07-13,0,C8327205-22E8-EB11-BACB-0022489B9951
LEBRETON JEROME,08784,4321A,EURL,Travaux d'installation électrique dans tous locaux,2021-06-30,0,0C537811-22E8-EB11-BACB-0022489B9951
GILBERT CYRILLE,08785,6820A,IND,Location de logements,2021-04-08,0,36FF7217-22E8-EB11-BACB-0022489B9951
LRQL,08793,6820B,SCI,Location de terrains et d'autres biens immobiliers,2021-09-27,0,D51D5D35-22E8-EB11-BACB-0022489B9951
CODE COULEUR,08796,4334Z,EURL,Travaux de peinture et vitrerie,2022-03-31,0,2EC9573B-22E8-EB11-BACB-0022489B9951
CONNEXION FRANCE JAPON,08797,4619B,SAS,Autres intermédiaires du commerce en produits divers,2021-05-10,0,C2735241-22E8-EB11-BACB-0022489B9951
ESPACES DE VIE,08811,,SAS,,2021-06-17,0,63FA1A7D-22E8-EB11-BACB-0022489B9951
ALGINA,08812,,SAS,,2021-06-18,0,D9071883-22E8-EB11-BACB-0022489B9951
ACTIFPRONET SERVICES A LA PERSONNE,08824,8121Z,EURL,Nettoyage courant des bâtiments,2021-04-30,0,28BC0AAD-22E8-EB11-BACB-0022489B9951
DE SARRAZIN CHARLOTTE,08826,6820A,IND,Location de logements,2021-04-23,0,586905B3-22E8-EB11-BACB-0022489B9951
URBAN ET VEGETAL,08828,4776Z,SARL,"Commerce de détail de fleurs, plantes, graines, engrais",2021-06-14,1,50E901BF-22E8-EB11-BACB-0022489B9951
ADARER,08831,1071C,SAS,Boulangerie et boulangerie-pâtisserie,2021-06-29,0,47D103C5-22E8-EB11-BACB-0022489B9951
BELVÉLUS,08836,5630Z,SARL,Débits de boissons,2021-05-10,0,B2E7F4D6-22E8-EB11-BACB-0022489B9951
ATFOR CONSEIL,08842,7022Z,SAS,Conseil pour les affaires et autres conseils de gestion,2021-06-16,0,78FBF9EE-22E8-EB11-BACB-0022489B9951
CTAG DEVELOPPEMENT,08846,6630Z,SARL,Gestion de fonds,2022-04-28,1,65D4F100-23E8-EB11-BACB-0022489B9951
LA HAUTE FOLIE,08847,6820B,SCI,Location de terrains et d'autres biens immobiliers,2023-07-20,0,174FEA06-23E8-EB11-BACB-0022489B9951
CBGL,08853,7820Z,SARL,Activités des agences de travail temporaire,2022-01-12,0,9DE9EA1E-23E8-EB11-BACB-0022489B9951
R&B,08857,4722Z,SARL,Commerce de détail de viandes et de produits à base de viande en magasin spécialisé,2021-07-23,0,6FBAF52A-23E8-EB11-BACB-0022489B9951
MBEC BRETAGNE,08858,4329A,SARL,Travaux d'isolation,2021-07-05,0,B464F030-23E8-EB11-BACB-0022489B9951
MOCOSI,08865,6820B,SCI,Location de terrains et d'autres biens immobiliers,2021-07-19,0,20F2F248-23E8-EB11-BACB-0022489B9951
ORGANIC ORCHESTRA,08866,9001Z,ASS,Arts du spectacle vivant,2021-12-03,0,A5F2F248-23E8-EB11-BACB-0022489B9951
FAZILLEAUD,08867,6820B,SCI,Location de terrains et d'autres biens immobiliers,2021-06-08,0,459DED4E-23E8-EB11-BACB-0022489B9951
BOUSSARD JÉRÔME,08877,4322A,EIRL,Travaux d'installation d'eau et de gaz en tous locaux,2021-06-21,0,8370F172-23E8-EB11-BACB-0022489B9951
GARAGE DES ARDRIERS,08894,4520A,SAS,Entretien et réparation de véhicules automobiles légers,2021-11-03,2,2CCBF0AE-23E8-EB11-BACB-0022489B9951
TNGL,08903,5610C,SARL,Restauration de type rapide,2021-07-19,0,0260D3D2-23E8-EB11-BACB-0022489B9951
KIDIMA,08911,,SAS,,2022-03-30,0,805BDBEA-23E8-EB11-BACB-0022489B9951
BRICHER,08912,8621Z,IND,Activité des médecins généralistes,2021-06-17,0,316CD8F0-23E8-EB11-BACB-0022489B9951
EXTERIEUR DE REVE,08913,4312A,EURL,Travaux de terrassement courants et travaux préparatoires,2021-09-30,0,0DD0D0F6-23E8-EB11-BACB-0022489B9951
PANIER D'HERBI,08914,4711B,EURL,Commerce d'alimentation générale,2021-06-23,0,9ED0D0F6-23E8-EB11-BACB-0022489B9951
RACAUD,08924,8690E,IND,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",2021-06-18,0,8763B020-24E8-EB11-BACB-0022489B9951
GARAGE THIBERGE,08946,4520A,SARL,Entretien et réparation de véhicules automobiles légers,2021-07-16,0,B6B47B74-24E8-EB11-BACB-0022489B9951
COQUILLE,08948,7021Z,SARL,Conseil en relations publiques et communication,2021-12-23,7,D4C3787A-24E8-EB11-BACB-0022489B9951
LMNP MOREAU,08949,6820A,IND,Location de logements,2021-07-15,0,62727880-24E8-EB11-BACB-0022489B9951
DELAUNAY,08955,8690E,IND,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",2021-07-02,0,C9BD7898-24E8-EB11-BACB-0022489B9951
MORICE,08960,6820B,SCI,Location de terrains et d'autres biens immobiliers,2023-12-12,0,98E38EAA-24E8-EB11-BACB-0022489B9951
DEGUS'VIN,08961,4725Z,EURL,Commerce de détail de boissons en magasin spécialisé,2021-11-29,0,0A2D87B0-24E8-EB11-BACB-0022489B9951
BARRIER,08964,4321A,SARL,Travaux d'installation électrique dans tous locaux,2021-07-26,1,1DDA81B6-24E8-EB11-BACB-0022489B9951
LES TROGNES,08969,5610A,SAS,Restauration traditionnelle,2021-07-21,0,FDF573CE-24E8-EB11-BACB-0022489B9951
NOMAD & CO,08971,2920Z,EURL,Fabrication de carrosseries et remorques,2021-12-28,0,943E6CD4-24E8-EB11-BACB-0022489B9951
ARDENT,08972,4322B,EURL,Travaux d'installation d'équipements thermiques et de climatisation,2021-07-28,0,153F6CD4-24E8-EB11-BACB-0022489B9951
DUBRE-CHIRAT,095277,,,,,0,D35F66E0-24E8-EB11-BACB-0022489B9951
POIGNONEC TIPHANIE,099002,,EURL,,,0,3B6066E0-24E8-EB11-BACB-0022489B9951
DUPONT,099045,,,,,0,916F63E6-24E8-EB11-BACB-0022489B9951
BODO,099073,,,,,0,EBB95BEC-24E8-EB11-BACB-0022489B9951
PRONO,099074,,,,,0,B80454F2-24E8-EB11-BACB-0022489B9951
ESWIN CONSO,93384,,,,,0,BFF946FE-24E8-EB11-BACB-0022489B9951
ENTRE DEUX MERS,96414,,,,,0,12094404-25E8-EB11-BACB-0022489B9951
CANTET,99001,011A,IND,,,0,7B094404-25E8-EB11-BACB-0022489B9951
AFPA LE MANS,AFPA,,DIV,,,0,4249381C-25E8-EB11-BACB-0022489B9951
GROUPE AGIR,AGIR,8291Z,,,,0,BFB65622-25E8-EB11-BACB-0022489B9951
DEMO CONNECT,CWEDEM,,,,,0,17D96628-25E8-EB11-BACB-0022489B9951
DEMO CLIENTS,CWEMOD,,,,,0,8ED96628-25E8-EB11-BACB-0022489B9951
DARBOUSSET,DAR001,,,,,0,F4F76034-25E8-EB11-BACB-0022489B9951
FRANCHISE,FRANCH,,DIV,,,0,F94F7540-25E8-EB11-BACB-0022489B9951
GIRARDEAU,GIRARD,,DIV,,,0,4A507540-25E8-EB11-BACB-0022489B9951
ASSURANCES 49,GPAAN,,SAGEN,,,0,96507540-25E8-EB11-BACB-0022489B9951
CABINET MARCE,MARCE,,DIV,,,0,F69A6D46-25E8-EB11-BACB-0022489B9951
MEILLEURS TAUX.COM,MEILLE,,DIV,,,0,4F9B6D46-25E8-EB11-BACB-0022489B9951
MPL,MPL001,,,,,0,B349684C-25E8-EB11-BACB-0022489B9951
REVINT,REVINT,4781Z,SARL,,,0,E5F46252-25E8-EB11-BACB-0022489B9951
TERRENA,TERREN,,SAGEN,,,0,F62E7964-25E8-EB11-BACB-0022489B9951
AFFUTAGE OUTILLAGE SERVICE,00016,2562B,SARL,,,0,6FAAAA84-B0E7-EB11-BACB-0022489B9F4E
QUADRIMAGE,00071,5911B,SA,Production de films institutionnels et publicitaires,1989-04-21,0,5DD2A196-B0E7-EB11-BACB-0022489B9F4E
LEDUC JEAN ,00082,1820Z,SAS,,,0,4BDF9E9C-B0E7-EB11-BACB-0022489B9F4E
S.D.C.,00099,,,,,0,1BEC9BA2-B0E7-EB11-BACB-0022489B9F4E
SOCIETE MECANIQUE INDUSTRIELLE ,00119,2562B,SASU,Mécanique industrielle,2008-01-23,0,D97E8CAE-B0E7-EB11-BACB-0022489B9F4E
ARACT,00128,7022Z,ASS,,1989-09-27,0,6EDD6DBB-B0E7-EB11-BACB-0022489B9F4E
LES MALHERBES,00191,6820B,SCI,,,0,E9E292C7-B0E7-EB11-BACB-0022489B9F4E
CLAM,00198,6820B,SCI,,,0,0B5257CF-B0E7-EB11-BACB-0022489B9F4E
PONCET OLIVIER ,00280,8621Z,IND,,,0,1EDB53E3-B0E7-EB11-BACB-0022489B9F4E
NGV ELECTRONIQUE,00329,2612Z,SAS,Fabrication de cartes électroniques assemblées,2023-09-08,11,2ECF84EF-B0E7-EB11-BACB-0022489B9F4E
CONTANT Alain,00386,8621Z,IND,Activité des médecins généralistes,1900-01-01,0,7BCDBB02-B1E7-EB11-BACB-0022489B9F4E
PACK'R,00403,2829A,SASU,"Fabrication d'équipements d'emballage, de conditionnement et de pesage",1900-01-01,0,F94DD108-B1E7-EB11-BACB-0022489B9F4E
SAGI,00416,2223Z,SAS,,2012-01-16,0,0C97C90E-B1E7-EB11-BACB-0022489B9F4E
LA RUISSELEE,00430,8720A,ASS,Hébergement social pour handicapés mentaux et malades mentaux,1900-01-01,27,69DFC114-B1E7-EB11-BACB-0022489B9F4E
TITARD,00445,4331Z,IND,,,0,124DFF1A-B1E7-EB11-BACB-0022489B9F4E
DI DONATO,00456,8690D,IND,,,0,3C4DFF1A-B1E7-EB11-BACB-0022489B9F4E
MAINFRAIS,00486,454A,SARL,,,0,14193D2E-B1E7-EB11-BACB-0022489B9F4E
SOCIETE JOEL CAILLEAU,00492,4399C,SARL,,1994-03-23,0,1AEB3E34-B1E7-EB11-BACB-0022489B9F4E
ALLO CHRONO COURSES,00497,4941B,SASU,,,0,B1EC3E34-B1E7-EB11-BACB-0022489B9F4E
ATLANTIQUE PROTECTION CONFORT +,00503,515F,SAS,,,0,70B46840-B1E7-EB11-BACB-0022489B9F4E
GILMAR,00506,4332A,EURL,Travaux de menuiserie bois et pvc,1900-01-01,0,9BB46840-B1E7-EB11-BACB-0022489B9F4E
S2M,00509,4332A,SAS,,,0,3F739546-B1E7-EB11-BACB-0022489B9F4E
GGG,00513,4332A,SARL,,,0,31BA8D4C-B1E7-EB11-BACB-0022489B9F4E
RMA,00515,4332A,SAS,,,0,E889CD52-B1E7-EB11-BACB-0022489B9F4E
EGNS,00621,8121Z,SARL,Nettoyage courant des bâtiments,2005-03-11,0,BC0FD55F-B1E7-EB11-BACB-0022489B9F4E
ACM,00666,4672Z,EURL,Prise de participations et prestations de services à ses filiales,1900-01-01,1,6AA52D6D-B1E7-EB11-BACB-0022489B9F4E
TAXI MULTICOURSES,00675,4932Z,SARL,,,0,CB768C73-B1E7-EB11-BACB-0022489B9F4E
SFPB,00682,6420Z,SAS,,,0,F0488E79-B1E7-EB11-BACB-0022489B9F4E
FLORY DEVELOPPEMENT,00683,741J,SAS,,,0,A1678B7F-B1E7-EB11-BACB-0022489B9F4E
IMATHERM,00686,4322B,SARL,,,0,45B08385-B1E7-EB11-BACB-0022489B9F4E
PORTEJOIE GILLES,00687,8690E,IND,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",1900-01-01,0,17B18385-B1E7-EB11-BACB-0022489B9F4E
PHIPA,00702,7420Z,EURL,,,0,1F687B91-B1E7-EB11-BACB-0022489B9F4E
ARTEMIS,00711,7112B,SARL,,,0,C772D597-B1E7-EB11-BACB-0022489B9F4E
BP FER,00718,4332B,SARL,,,0,F889D29D-B1E7-EB11-BACB-0022489B9F4E
BBA,00723,6820B,SARL,,,0,E933ECA3-B1E7-EB11-BACB-0022489B9F4E
HULIN,00732,6820B,IND,,,0,E1DE47B3-B1E7-EB11-BACB-0022489B9F4E
MAVIMA,00747,6820B,SCI,Location de terrains et d'autres biens immobiliers,2020-01-01,0,2FDF47B3-B1E7-EB11-BACB-0022489B9F4E
SCOP JO BITHUME ,00753,9001Z,SARL,,2004-01-01,0,4FC616C2-B1E7-EB11-BACB-0022489B9F4E
PINEAU CHRISTIAN,00756,8621Z,IND,Activité des médecins généralistes,2008-09-12,0,6BC616C2-B1E7-EB11-BACB-0022489B9F4E
PETITS LARDONS,00758,151F,SARL,,,0,F8ACD1C9-B1E7-EB11-BACB-0022489B9F4E
LSE,00780,6820B,SCI,Location de terrains et d'autres biens immobiliers,1900-01-01,0,9E1BF0CF-B1E7-EB11-BACB-0022489B9F4E
JONCHERE,00796,5610A,IND,,,0,ACC8EAD5-B1E7-EB11-BACB-0022489B9F4E
FUMAGE ARTISANAL MALOUIN,00818,1020Z,SARL,"Transformation et conservation de poisson, de crustacés et de mollusques",1997-05-26,0,278326EE-B1E7-EB11-BACB-0022489B9F4E
LOISIRS,00821,6820B,SCI,Location de terrains et d'autres biens immobiliers,1900-01-01,0,19B568F4-B1E7-EB11-BACB-0022489B9F4E
MT2A,00844,3101Z,SA,,,0,31B568F4-B1E7-EB11-BACB-0022489B9F4E
ETS PHILIPPE RICHARD,00845,4322A,SARL,Travaux d'installation d'eau et de gaz en tous locaux,2008-12-22,3,E14987FA-B1E7-EB11-BACB-0022489B9F4E
CREA-OUEST,00863,222J,SARL,,,0,E352C502-B2E7-EB11-BACB-0022489B9F4E
COCADIN DOMINIQUE,00875,3312Z,IND,,,0,1AE9C10E-B2E7-EB11-BACB-0022489B9F4E
AFGA,00901,,SAGEN,,,0,7559CA1A-B2E7-EB11-BACB-0022489B9F4E
BUISSON,00904,6820B,IND,Location de terrains et d'autres biens immobiliers,1900-01-01,0,74A3C220-B2E7-EB11-BACB-0022489B9F4E
BEUCHER,00917,4520A,SARL,,,0,C953BD26-B2E7-EB11-BACB-0022489B9F4E
ARCHAP,00920,6820B,SCI,,,0,C60B852D-B2E7-EB11-BACB-0022489B9F4E
DATOM,00942,6312z,EURL,,,0,49B96F45-B2E7-EB11-BACB-0022489B9F4E
STALUCA,00945,6820B,SARL,Location de terrains et d'autres biens immobiliers,1900-01-01,1,7602684B-B2E7-EB11-BACB-0022489B9F4E
LA GRANGE FLEURIE,00964,4776Z,SARL,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces",2002-01-30,0,A6E0505D-B2E7-EB11-BACB-0022489B9F4E
BRAZILLE JEAN-PAUL,00979,5320Z,IND,,,0,34B3B56F-B2E7-EB11-BACB-0022489B9F4E
SEVIN,00981,4520A,IND,,1999-02-25,0,64B3B56F-B2E7-EB11-BACB-0022489B9F4E
SORIN PAUL ,00983,4661Z,SARL,,1999-03-01,0,5C5EB075-B2E7-EB11-BACB-0022489B9F4E
FERRAND,01034,9602A,IND,,,0,55C180B8-B2E7-EB11-BACB-0022489B9F4E
MGM,01040,741G,SARL,,1999-10-27,0,C1C280B8-B2E7-EB11-BACB-0022489B9F4E
LEPROUX,01042,6820B,SCI,,1999-10-28,0,8D6C7BBE-B2E7-EB11-BACB-0022489B9F4E
PETITE MAISON,01089,5610A,EURL,Restauration traditionnelle,2000-02-01,0,4D4954E2-B2E7-EB11-BACB-0022489B9F4E
GARMO,01091,6820B,SCI,,2014-02-20,0,695551E8-B2E7-EB11-BACB-0022489B9F4E
CVP,01109,,SA,,,0,8BA7A3F4-B2E7-EB11-BACB-0022489B9F4E
BNOSM,01121,722Z,SARL,,2000-06-01,0,D3FD9800-B3E7-EB11-BACB-0022489B9F4E
PIARDIERE,01133,6820B,SCI,Location de terrains et d'autres biens immobiliers,2000-06-22,0,4EEFAA0C-B3E7-EB11-BACB-0022489B9F4E
SUPPORT R CLUB,01137,9499Z,ASS,,2000-06-19,0,65EFAA0C-B3E7-EB11-BACB-0022489B9F4E
SOFIMH,01138,7410Z,SARL,,,0,C899A512-B3E7-EB11-BACB-0022489B9F4E
CROEGAERT NATACHA,01146,7120A,IND,,2000-08-24,0,98B0C120-B3E7-EB11-BACB-0022489B9F4E
A.S.M,01147,4649Z,SARL,,2000-07-01,0,BEB0C120-B3E7-EB11-BACB-0022489B9F4E
FAROS,01149,7410Z,SAS,,,0,CFF6D428-B3E7-EB11-BACB-0022489B9F4E
SOFINTHER,01181,4674B,SAS,,2001-01-30,0,4CC3EE46-B3E7-EB11-BACB-0022489B9F4E
ENTREPRISE LAURENT PINEAU,01190,4333z,EURL,,2001-02-16,0,F6B7E152-B3E7-EB11-BACB-0022489B9F4E
2CJV,01194,,SCI,,2001-03-08,0,5EB9E152-B3E7-EB11-BACB-0022489B9F4E
JONQUILLES,01198,6820A,SCI,,2001-03-21,0,7CFED958-B3E7-EB11-BACB-0022489B9F4E
CLASS AUTOMOBILES,01199,4511Z,SARL,,2001-03-21,0,3D48D25E-B3E7-EB11-BACB-0022489B9F4E
SDAP,01200,6420Z,SA,,,0,CC49D25E-B3E7-EB11-BACB-0022489B9F4E
RICARD MARIANNA,01213,851C,IND,,,0,4A91CA64-B3E7-EB11-BACB-0022489B9F4E
FINANCIERE FOCH PATRIMOINE,01223,7022Z,SARL,,2001-05-21,0,89E5BF70-B3E7-EB11-BACB-0022489B9F4E
PORT MARTIN,01228,8219Z,SCM,,2001-06-15,0,4A2FB876-B3E7-EB11-BACB-0022489B9F4E
CAPAUDIT,01234,7022Z,SARL,,2001-08-03,0,8384AD82-B3E7-EB11-BACB-0022489B9F4E
DES ILES,01244,6820A,SCI,Location de logements,2001-11-01,0,19CEA588-B3E7-EB11-BACB-0022489B9F4E
VIDUNET COM,01245,6311Z,SARL,,2001-11-05,0,8878A08E-B3E7-EB11-BACB-0022489B9F4E
PIETTE JONATHAN,01250,524W,IND,,2001-11-13,0,FE79A08E-B3E7-EB11-BACB-0022489B9F4E
ASSO COMMERCANTS CHOLET,01267,9499Z,ASS,,2001-12-12,0,7F889D94-B3E7-EB11-BACB-0022489B9F4E
GARAGE DIDIER BREUX,01280,4520A,SARL,Entretien et réparation de véhicules automobiles légers,2002-01-22,0,377399A6-B3E7-EB11-BACB-0022489B9F4E
SOGIM,01281,6420Z,EURL,,2002-01-23,0,10BB91AC-B3E7-EB11-BACB-0022489B9F4E
DU PERRAY,01283,6820A,SCI,,2002-01-15,0,FC048AB2-B3E7-EB11-BACB-0022489B9F4E
LEON,01286,1071d,IND,,2002-02-12,0,9B4C82B8-B3E7-EB11-BACB-0022489B9F4E
TAXI GERFAULT,01291,4932Z,IND,Transports de voyageurs par taxis,2002-02-27,7,1F4E82B8-B3E7-EB11-BACB-0022489B9F4E
MENGUY CHARPENTE,01292,4391A,SARL,Travaux de charpente,2002-02-27,0,B9967ABE-B3E7-EB11-BACB-0022489B9F4E
S.C.I.DUBRETON,01293,6820A,SCI,Location de logements,2002-02-27,0,6B4175C4-B3E7-EB11-BACB-0022489B9F4E
AJCH,01301,6820B,SCI,,2002-03-20,0,9F976AD0-B3E7-EB11-BACB-0022489B9F4E
L'ART DES METS,01302,5610A,SARL,Restauration traditionnelle,2002-03-25,6,DF4165D6-B3E7-EB11-BACB-0022489B9F4E
WEIBEL Bérangère,01308,8690E,IND,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",2002-04-09,0,B28B5DDC-B3E7-EB11-BACB-0022489B9F4E
PAULA,01312,4771Z,EURL,,2003-03-11,0,67D355E2-B3E7-EB11-BACB-0022489B9F4E
LES BAYONNELLES,01313,6820B,SCI,,2002-05-01,0,E67D50E8-B3E7-EB11-BACB-0022489B9F4E
MENARD PHILIPPE,01349,6810Z,EURL,,2002-09-16,0,62EF3F00-B4E7-EB11-BACB-0022489B9F4E
DES FORGES,01352,6820B,SCI,Location de terrains et d'autres biens immobiliers,2002-10-04,0,7AAD4D06-B4E7-EB11-BACB-0022489B9F4E
BLANQUEFORT,01356,8690D,IND,,2002-10-01,0,0F58480C-B4E7-EB11-BACB-0022489B9F4E
MORANCAIS,01373,9602A,IND,,2002-12-02,0,9DF7351E-B4E7-EB11-BACB-0022489B9F4E
CAILLEAU BRUNO,01375,4321A,EURL,Travaux d'installation électrique dans tous locaux,2002-12-09,0,47F9351E-B4E7-EB11-BACB-0022489B9F4E
DEMOS,01378,,SA,,2002-12-16,0,23063324-B4E7-EB11-BACB-0022489B9F4E
TLP SERIGNAN,01388,4941A,EURL,Transports routiers de fret interurbains,2003-01-23,2,5AE01B36-B4E7-EB11-BACB-0022489B9F4E
HOEL PATRICK,01394,8622C,IND,,2003-02-21,0,5E2A143C-B4E7-EB11-BACB-0022489B9F4E
FELLINI FOCH,01395,6820B,SCI,,2003-03-10,0,51D40E42-B4E7-EB11-BACB-0022489B9F4E
MITHRA,01398,6820A,SCI,Location de logements,2003-03-18,0,1D1C0748-B4E7-EB11-BACB-0022489B9F4E
BETI,01401,7112B,SARL,,2003-03-24,0,AD1D0748-B4E7-EB11-BACB-0022489B9F4E
CHAMPALAUNE,01404,4333Z,IND,Travaux de revêtement des sols et des murs,2003-03-31,1,2165FF4D-B4E7-EB11-BACB-0022489B9F4E
CZINOMAT PROTHETIQUE,01406,331B,EURL,,,0,C8ACF753-B4E7-EB11-BACB-0022489B9F4E
LAFUIE LAURENT BOUCHARD EMILIE,01409,1071C,IND,,2003-04-16,0,A0F7EF59-B4E7-EB11-BACB-0022489B9F4E
MECANIQUE GENERALE DE L'AUTHION ,01410,2562B,SARL,Mécanique industrielle,2003-04-21,0,F1A1EA5F-B4E7-EB11-BACB-0022489B9F4E
ETS TERNIL,01411,1610A,EURL,,2003-04-11,0,5A73EC65-B4E7-EB11-BACB-0022489B9F4E
ULYSSE,01413,,SCI,,2003-05-20,0,71CBE46B-B4E7-EB11-BACB-0022489B9F4E
VERCELLETTO SAMY ,01416,4399C,IND,,2003-04-25,0,C31BDD71-B4E7-EB11-BACB-0022489B9F4E
BAUNEZ ,01417,3109B,IND,,2003-05-13,0,691DDD71-B4E7-EB11-BACB-0022489B9F4E
POVERT,01418,4329A,EURL,,2003-05-05,0,5F69D577-B4E7-EB11-BACB-0022489B9F4E
ARNAGE CARROSSERIE,01426,,EURL,,2003-07-01,0,16BBCD7D-B4E7-EB11-BACB-0022489B9F4E
PRE-VENANCE,01427,6420Z,EURL,,2003-06-23,0,066BC883-B4E7-EB11-BACB-0022489B9F4E
S.C.I EURIBRI,01436,6820A,SCI,Location de logements,2004-05-17,0,E1E2C789-B4E7-EB11-BACB-0022489B9F4E
FIBON HOLDING,01437,6420Z,SARL,Activités des sociétés holding,2003-07-08,0,7390C28F-B4E7-EB11-BACB-0022489B9F4E
OCD,01438,2562B,SARL,,2003-07-08,0,44DABA95-B4E7-EB11-BACB-0022489B9F4E
NEELSON ACCOMPAGNEMENT,01439,8230Z,EURL,,2003-08-19,0,5923B39B-B4E7-EB11-BACB-0022489B9F4E
SOCAUTO,01442,4520A,SARL,GARAGISTE                                                                                           ,2003-09-10,2,6A6DABA1-B4E7-EB11-BACB-0022489B9F4E
LERAY JEAN-JACQUES,01452,8122Z,IND,Autres activités de nettoyage des bâtiments et nettoyage industriel,2003-10-01,1,3618A6A7-B4E7-EB11-BACB-0022489B9F4E
RENOU MARYSE ,01463,,DIV,,2003-10-14,0,10D759AF-B4E7-EB11-BACB-0022489B9F4E
FREMONT PHILIPPE,01469,4391B,EURL,,2003-11-01,0,4DB958BB-B4E7-EB11-BACB-0022489B9F4E
SOULARD ,01475,7022Z,IND,,2003-12-04,0,5DB958BB-B4E7-EB11-BACB-0022489B9F4E
RODOLFI ,01477,8130Z,IND,,2003-11-17,0,62C377C3-B4E7-EB11-BACB-0022489B9F4E
PEPINIERES DE LA PALMERAIE ZEN,01485,0130Z,EURL,Reproduction de plantes,2003-12-19,1,A0BADDC9-B4E7-EB11-BACB-0022489B9F4E
DE LA PLACE D'ARMES,01491,6619A,SCM,Supports juridiques de gestion de patrimoine mobilier,2004-01-19,0,060AAFD8-B4E7-EB11-BACB-0022489B9F4E
